řádek	od	komu	datetime	zpráva	text	
0000268	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Rasové charakteristiky Sirianů naznačují, že byli původně obyvateli kolonie na Veze. Kdyby Siriané byli původně Vegané, kteří unikli kataklyzmatické meziplanetární válce v souhvězdí Lyra, pak by bylo mnohem pochopitelnější, proč vyvinuli zájem ve stavebnictví, protože stavebnictví nové civilizace nového světa na relativně mladém hvězdném systému Sirius A by bývalo bylo naléhavou potřebou.	[268 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Rasové charakteristiky Sirianů naznačují, že byli původně obyvateli kolonie na Veze. Kdyby Siriané byli původně Vegané, kteří unikli kataklyzmatické meziplanetární válce v souhvězdí Lyra, pak by bylo mnohem pochopitelnější, proč vyvinuli zájem ve stavebnictví, protože stavebnictví nové civilizace nového světa na relativně mladém hvězdném systému Sirius A by bývalo bylo naléhavou potřebou.
0000269	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Collier o Sirianech uvádí, že používají zvuk a barvy jako druh „duchovní technologie“, což naznačuje, že se specializují na vytváření obyvatelnosti planet, na kterých přetvoří podmínky vhodné k evoluci života změnou „bio magnetické energetické“ sítě. Následující telepatická komunikace poskytuje více informací o Sirianech jako stavitelích nových planetárních struktur v rámci změny „bio-magnetické energetické sítě,“ která pomáhá evoluci lidstva a jiným formám života: „Oni mohou být původními staviteli vašich sítí, architektury, na základě které byla vybudována vaše planeta. Proto mohou být užiteční při rozeznávání geometrie pro zasvěcené a při poznávání zákonů fyziky vašeho domovského světa. Mohou vám pomoci také při konstrukci nové sítě, při budování nového systému, který je přiměřený pro vaše další výzvy. Takže řekli bychom, že Siriané mohou být výbornými spojenci v navrhování strategické práce, která leží před vámi.“	[269 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Collier o Sirianech uvádí, že používají zvuk a barvy jako druh „duchovní technologie“, což naznačuje, že se specializují na vytváření obyvatelnosti planet, na kterých přetvoří podmínky vhodné k evoluci života změnou „bio magnetické energetické“ sítě. Následující telepatická komunikace poskytuje více informací o Sirianech jako stavitelích nových planetárních struktur v rámci změny „bio-magnetické energetické sítě,“ která pomáhá evoluci lidstva a jiným formám života: „Oni mohou být původními staviteli vašich sítí, architektury, na základě které byla vybudována vaše planeta. Proto mohou být užiteční při rozeznávání geometrie pro zasvěcené a při poznávání zákonů fyziky vašeho domovského světa. Mohou vám pomoci také při konstrukci nové sítě, při budování nového systému, který je přiměřený pro vaše další výzvy. Takže řekli bychom, že Siriané mohou být výbornými spojenci v navrhování strategické práce, která leží před vámi.“
0000270	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Alex Collier podle jeho tvrzení intervence Sirianů A, je díky chybám, které udělali ti, ze Siria B v rámci technologických předávání a dalších forem pomoci, které poskytli lidstvu: „Já to chápu tak, že ti ze systému Sirius A se snaží být prospěšní a pomáhat, protože cítí zodpovědnost za ty, kteří osídlili Sirius B a kteří byli původně také ze Siria A.“	[270 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Alex Collier podle jeho tvrzení intervence Sirianů A, je díky chybám, které udělali ti, ze Siria B v rámci technologických předávání a dalších forem pomoci, které poskytli lidstvu: „Já to chápu tak, že ti ze systému Sirius A se snaží být prospěšní a pomáhat, protože cítí zodpovědnost za ty, kteří osídlili Sirius B a kteří byli původně také ze Siria A.“
0000271	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	Siriani ze Sirius B	[271 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] Siriani ze Sirius B
0000272	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	Je možné, že jde o královskou větev.	[272 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] Je možné, že jde o královskou větev.
0000273	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 Mimozemská rasa spolupracující s MIEC.	[273 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  Mimozemská rasa spolupracující s MIEC.
0000274	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	postoj k lidem: neutrální / neznámý	[274 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] postoj k lidem: neutrální / neznámý
0000275	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Na některých planetách pravděpodobně ,,spolubydlí” s reptoriány a možná i s šedými	[275 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Na některých planetách pravděpodobně ,,spolubydlí” s reptoriány a možná i s šedými
0000276	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Je možné, že na těchto planetách bydlí i jiné rasy neschopny fyzicky cestovat vesmírem – pravděpodobně vodní bytosti.	[276 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Je možné, že na těchto planetách bydlí i jiné rasy neschopny fyzicky cestovat vesmírem – pravděpodobně vodní bytosti.
0000277	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	původ: planeta Sirius B z hvězdné soustavy Sirius	[277 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] původ: planeta Sirius B z hvězdné soustavy Sirius
0000278	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	vzdálenost: 8.611 světelných let	[278 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] vzdálenost: 8.611 světelných let
0000279	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • mají zájem na výměně technologií šedých a reptiliánů	[279 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • mají zájem na výměně technologií šedých a reptiliánů
0000280	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • nestojí s nimi ,,na jedné lodi”. Což by mohlo znamenat, že jejich vztah k lidem je opačný nebo nijaký či zištný (použít lidi jako prostředníky k získání technologií jiných mimozemšťanů).	[280 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • nestojí s nimi ,,na jedné lodi”. Což by mohlo znamenat, že jejich vztah k lidem je opačný nebo nijaký či zištný (použít lidi jako prostředníky k získání technologií jiných mimozemšťanů).
0000281	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • ačkoliv poskytují technologii pro armádu (říká se, že biologický materiál eboly byl poskytnut od nich jako materiál pro výrobu biologické zbraně) nemusí se nutně jednat o nepřátelskou rasu	[281 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • ačkoliv poskytují technologii pro armádu (říká se, že biologický materiál eboly byl poskytnut od nich jako materiál pro výrobu biologické zbraně) nemusí se nutně jednat o nepřátelskou rasu
0000282	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Zdá se, že spolupráce směřuje k vojenské spolupráce při potencionální mimozemské hrozbě vůči Zemi, a to jak skrze podvratnou činnost, tak skrze intervenci z vnějšku.	[282 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Zdá se, že spolupráce směřuje k vojenské spolupráce při potencionální mimozemské hrozbě vůči Zemi, a to jak skrze podvratnou činnost, tak skrze intervenci z vnějšku.
0000283	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Globální problémy, ke kterým humanoidé ze Sirius B přispívají mohou být tyto: tajný výzkum zbraní, využití exotických technologií a zneužívání civilistů, kterých se využívá při experimentech cestování časem.	[283 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Globální problémy, ke kterým humanoidé ze Sirius B přispívají mohou být tyto: tajný výzkum zbraní, využití exotických technologií a zneužívání civilistů, kterých se využívá při experimentech cestování časem.
0000284	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Spojením ME ze Siriusu B a Orioňany vznikly Anunnakové (teoreticky ,,naší rodiče”).	[284 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Spojením ME ze Siriusu B a Orioňany vznikly Anunnakové (teoreticky ,,naší rodiče”).
0000285	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Alex Collier popisuje mimozemšťany ze Sirius B: „Národy kolem Sirius B umějí velmi dobře kontrolovat vibrace. Někteří z nich mohou být rudí, béžoví a s tmavou pletí. Planety kolem Siriusu B mohou být velmi nehostinné a obecně obydleny Reptiliány a vodním typem bytostí. Společnost je spíše posedlá politickými postoji než duchovními atributy.“	[285 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Alex Collier popisuje mimozemšťany ze Sirius B: „Národy kolem Sirius B umějí velmi dobře kontrolovat vibrace. Někteří z nich mohou být rudí, béžoví a s tmavou pletí. Planety kolem Siriusu B mohou být velmi nehostinné a obecně obydleny Reptiliány a vodním typem bytostí. Společnost je spíše posedlá politickými postoji než duchovními atributy.“
0000286	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Udivující je, že africký kmen jménem Dogoni měl k dispozici komplikované pochopení tohoto eliptického orbitu Siriusu B kolem hlavní hvězdy Sirius A. Tyto vědomosti se zřejmě předávaly na jejich potomky vyspělými mimozemšťany z hvězdného systému Sirius.	[286 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Udivující je, že africký kmen jménem Dogoni měl k dispozici komplikované pochopení tohoto eliptického orbitu Siriusu B kolem hlavní hvězdy Sirius A. Tyto vědomosti se zřejmě předávaly na jejich potomky vyspělými mimozemšťany z hvězdného systému Sirius.
0000287	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Dogoni popisují Siriány jako obojživelníky z planety kolem Siriusu B, což se shoduje s Colliérovým tvrzením, že jedna z planet kolem Sirius B je „většinou obydlena Reptiliány a vodními bytostmi.“ Rasové charakteristiky lidí ze Siriusu B naznačují, že mohou být potomky z hvězdného systému Vega.	[287 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Dogoni popisují Siriány jako obojživelníky z planety kolem Siriusu B, což se shoduje s Colliérovým tvrzením, že jedna z planet kolem Sirius B je „většinou obydlena Reptiliány a vodními bytostmi.“ Rasové charakteristiky lidí ze Siriusu B naznačují, že mohou být potomky z hvězdného systému Vega.
0000288	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Preston Nichols podle jeho tvrzení je důvěrným informátorem, že se účástnil utajovaného projektu Montauk, který se týkal určitého počtu mimozemských skupin. Jeden nezávislý badatel zjistil, že Nichols „je velmi spolehlivý a solidní svědek a pro mně samotného jeho informace byly celkově věrohodné, protože bylo možné informace ověřit“.	[288 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Preston Nichols podle jeho tvrzení je důvěrným informátorem, že se účástnil utajovaného projektu Montauk, který se týkal určitého počtu mimozemských skupin. Jeden nezávislý badatel zjistil, že Nichols „je velmi spolehlivý a solidní svědek a pro mně samotného jeho informace byly celkově věrohodné, protože bylo možné informace ověřit“.
0000289	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Lidé ze Sirius B, podle Nicholse, hrají roli v poskytování exotické technologie jako je cestování časem nebo mezi-dimenzionální cestování utajeným vládním agenturám, které mohou být zapleteny jak do Philadelpského experimentu, tak do projektu Montauk.	[289 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Lidé ze Sirius B, podle Nicholse, hrají roli v poskytování exotické technologie jako je cestování časem nebo mezi-dimenzionální cestování utajeným vládním agenturám, které mohou být zapleteny jak do Philadelpského experimentu, tak do projektu Montauk.
0000290	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Alex Collier vysvětluje roli této skupiny mimozemšťanů v technologické výměně s národními bezpečnostními složkami: „Lidé ze Sirius B přišli sem a ve skutečnosti pomátli naše hlavy a mohou být to právě ti, kteří původně poskytli naší vládě technologii Montauk.“ Tato exotická technologie byla poskytnuta za účelem povzbuzení národních bezpečnostních složek k vývoji obranných vojenských schopností vůči možným mimozemským hrozbám. Tato technologická pomoc se dokonce týká výzkumu biologických zbraní, podle Colliera, který říká: „biologický materiál, který byl přidán do viru Ebola, byl poskytnut vládě humanoidy ze Siria B. Nevím jestli to byl jeden z jejich virů, který někde chytli, nebo zda je skutečně od nich.“	[290 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Alex Collier vysvětluje roli této skupiny mimozemšťanů v technologické výměně s národními bezpečnostními složkami: „Lidé ze Sirius B přišli sem a ve skutečnosti pomátli naše hlavy a mohou být to právě ti, kteří původně poskytli naší vládě technologii Montauk.“ Tato exotická technologie byla poskytnuta za účelem povzbuzení národních bezpečnostních složek k vývoji obranných vojenských schopností vůči možným mimozemským hrozbám. Tato technologická pomoc se dokonce týká výzkumu biologických zbraní, podle Colliera, který říká: „biologický materiál, který byl přidán do viru Ebola, byl poskytnut vládě humanoidy ze Siria B. Nevím jestli to byl jeden z jejich virů, který někde chytli, nebo zda je skutečně od nich.“
0000291	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Podle Daniela Saltera, dalšího hodnověrného zdroje s dlouholetou službou v armádě, která zahrnovala období v Národním Průzkumném Úřadě, záležitosti vztahující se k mimozemšťanům, vhání lidsko-mimozemskou spolupráci do tajné organizace při Národním Bezpečnostním Úřadu, který se nazvaná Advanced Contact Intelligence Organization (ACIO) – (Česky něco jako - Zpravodajská Organizace Vyspělého Kontaktu, což je: tajná vládní organizace zodpovědná za reverzní inženýrství získaných mimozemských technologií.) Podle uniklých informací od tajného informátora na oblíbených internetových stránkách s názvem Wingmakers, informace, které Salter potvrzuje, mohou být přesné, ACIO spolupracuje se sdružením mimozemšťanů k vývoji sofistikovaných technologií cestování časem pro budoucí mimozemské hrozby. Podle webové stránky Wingmakers: „Blank Slate Technology nebo BST (tzv. Technologie čisté tabule, pozn. přek.), je forma cestování časem, která umožňuje přepsat historii, čemuž se říká intervenční body. I	[291 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Podle Daniela Saltera, dalšího hodnověrného zdroje s dlouholetou službou v armádě, která zahrnovala období v Národním Průzkumném Úřadě, záležitosti vztahující se k mimozemšťanům, vhání lidsko-mimozemskou spolupráci do tajné organizace při Národním Bezpečnostním Úřadu, který se nazvaná Advanced Contact Intelligence Organization (ACIO) – (Česky něco jako - Zpravodajská Organizace Vyspělého Kontaktu, což je: tajná vládní organizace zodpovědná za reverzní inženýrství získaných mimozemských technologií.) Podle uniklých informací od tajného informátora na oblíbených internetových stránkách s názvem Wingmakers, informace, které Salter potvrzuje, mohou být přesné, ACIO spolupracuje se sdružením mimozemšťanů k vývoji sofistikovaných technologií cestování časem pro budoucí mimozemské hrozby. Podle webové stránky Wingmakers: „Blank Slate Technology nebo BST (tzv. Technologie čisté tabule, pozn. přek.), je forma cestování časem, která umožňuje přepsat historii, čemuž se říká intervenční body. I
0000292	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Je pravděpodobné, že toto společenství mimozemšťanů, kde mohou být ti se Sirius B, údajně poskytli nějakou technologii pro projekt Montauk týkající se cestování časem/mezi-dimenzionálního cestování a i asistenci při výzkumu biologických zbraní.	[292 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Je pravděpodobné, že toto společenství mimozemšťanů, kde mohou být ti se Sirius B, údajně poskytli nějakou technologii pro projekt Montauk týkající se cestování časem/mezi-dimenzionálního cestování a i asistenci při výzkumu biologických zbraní.
0000293	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Nezdá se, že mohou být Siriani v blízkém spojení se Šedými nebo se skupinou Reptiliánů, kteří byli hlavní mimozemskou skupinou zapojenou do výměny technologie. Vypadá to, že spolupůsobení Sirianů se stínovou vládou byla nezávislá iniciativa k poskytnutí alternativního zdroje mimozemské technologie. Nicméně Collierův popis lidí ze Sirius B obývající společně jejich světy s Reptiliány, naznačuje hlubokou historickou zkušenost s Reptiliány. To ukazuje, že zájem o výměnnou smlouvu technologií Reptiliánů a Šedých, mohl být hlavním faktorem v úsilí Sirianů.	[293 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Nezdá se, že mohou být Siriani v blízkém spojení se Šedými nebo se skupinou Reptiliánů, kteří byli hlavní mimozemskou skupinou zapojenou do výměny technologie. Vypadá to, že spolupůsobení Sirianů se stínovou vládou byla nezávislá iniciativa k poskytnutí alternativního zdroje mimozemské technologie. Nicméně Collierův popis lidí ze Sirius B obývající společně jejich světy s Reptiliány, naznačuje hlubokou historickou zkušenost s Reptiliány. To ukazuje, že zájem o výměnnou smlouvu technologií Reptiliánů a Šedých, mohl být hlavním faktorem v úsilí Sirianů.
0000294	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	 • Tato mimozemská skupina ze Sirius B je hlavně aktivní v programech na výměnu technologie, která pomáhá vládě USA v získávání různých technologií, které mají vojenské využití.	[294 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6]  • Tato mimozemská skupina ze Sirius B je hlavně aktivní v programech na výměnu technologie, která pomáhá vládě USA v získávání různých technologií, které mají vojenské využití.
0000295	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	Zobrazit více	[295 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] Zobrazit více
0000296	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	18.02.2026	[296 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] 18.02.2026
0000297	SOFIE.AI	ALEŠ	2026.02.18 18:39:27	6	Přemýšlení o organizaci informací o mimozemských rasách z Rigelu a Siria	[297 SOFIE.AI:ALEŠ 2026.02.18 18:39:27 #6] Přemýšlení o organizaci informací o mimozemských rasách z Rigelu a Siria
0000298	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Sofie :Aleš (/ 7 / 2026-02-18 18:45 :32 ): Vytvářím soubor se třemi články – Severští Rigeliáni, Siriani A, Siriani B.	[298 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Sofie :Aleš (/ 7 / 2026-02-18 18:45 :32 ): Vytvářím soubor se třemi články – Severští Rigeliáni, Siriani A, Siriani B.
0000299	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Vytvořil soubor, přečetl soubor	[299 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Vytvořil soubor, přečetl soubor
0000300	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Sofie :Aleš (/ 7. 2. 2026 18:45 :32 ): Hotovo. Tři články – Severští Rigeliáni, Siriani ze Siria A, Siriani ze Siria B – česky, rusky, anglicky.	[300 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Sofie :Aleš (/ 7. 2. 2026 18:45 :32 ): Hotovo. Tři články – Severští Rigeliáni, Siriani ze Siria A, Siriani ze Siria B – česky, rusky, anglicky.
0000301	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Články 2 cz ru en	[301 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Články 2 cz ru en
0000302	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Text	[302 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Text
0000303	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	Teď: Tau Cetiané tyto Pravděpodobně jde o královskou větev. postoj k lidem: přátelský – chtějí nám pomoci původ: hvězdný systém Tau Ceti a Epsilon Eridan vzdálenost: 5,45 světelných let	[303 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] Teď: Tau Cetiané tyto Pravděpodobně jde o královskou větev. postoj k lidem: přátelský – chtějí nám pomoci původ: hvězdný systém Tau Ceti a Epsilon Eridan vzdálenost: 5,45 světelných let
0000304	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Hlavní aktivity Tau Cetiánů spočívají v povyšování vědomí toho, jak zacházet s rozvracením společnosti mimozemskými rasami, jak identifikovat zkorumpovanou elitu a instituce, slouží při pozvedávání lidského vědomí a při vývoji strategií pro potlačování vyspělé techniky ovládání mysli. V otázkách globálního řešení mohou pomáhat při odhalování vládní/finanční korupce a při manipulaci s elitou, při monitorování mimozemské infiltrace, při deprogramování ovládání mysli a odstraňování implantátů, při podpoře multidimenzionálního vědomí, při diplomacii a řešení konfliktů. • Badatel Frank Crawford dělal rozhovor s mnoha jedinci, kteří měli fyzický kontakt s bytostmi z Tau Ceti. • První a nejvýznamnější byl dnes „informátor“, který se účástnil na odklizení havarovaných; byl chycen živý pasažér a byl vyslýchán úředníky z americké národní bezpečnosti poblíž Phoenixu v Arizoně v roce 1961. „Oskar“, pseudonym, který používal informátor, popisoval Franku Crawfordovi původ zajatého mimozemského ná	[304 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Hlavní aktivity Tau Cetiánů spočívají v povyšování vědomí toho, jak zacházet s rozvracením společnosti mimozemskými rasami, jak identifikovat zkorumpovanou elitu a instituce, slouží při pozvedávání lidského vědomí a při vývoji strategií pro potlačování vyspělé techniky ovládání mysli. V otázkách globálního řešení mohou pomáhat při odhalování vládní/finanční korupce a při manipulaci s elitou, při monitorování mimozemské infiltrace, při deprogramování ovládání mysli a odstraňování implantátů, při podpoře multidimenzionálního vědomí, při diplomacii a řešení konfliktů. • Badatel Frank Crawford dělal rozhovor s mnoha jedinci, kteří měli fyzický kontakt s bytostmi z Tau Ceti. • První a nejvýznamnější byl dnes „informátor“, který se účástnil na odklizení havarovaných; byl chycen živý pasažér a byl vyslýchán úředníky z americké národní bezpečnosti poblíž Phoenixu v Arizoně v roce 1961. „Oskar“, pseudonym, který používal informátor, popisoval Franku Crawfordovi původ zajatého mimozemského ná
0000305	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	původ: Země	[305 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] původ: Země
0000306	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	vzdálenost: 0	[306 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7] vzdálenost: 0
0000307	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • globální problémy řeší pravděpodobně mimo kontakt s pozemní civilizací.	[307 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • globální problémy řeší pravděpodobně mimo kontakt s pozemní civilizací.
0000308	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Globální řešení poskytnuté Telosiany je: ochrana životního prostředí, podpora biodiverzit, obnova lidského zdraví a dlouhověkost; a obnova ztráty historické paměti	[308 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Globální řešení poskytnuté Telosiany je: ochrana životního prostředí, podpora biodiverzit, obnova lidského zdraví a dlouhověkost; a obnova ztráty historické paměti
0000309	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Podle zpráv se Telosiané specializují na zásahy do lidské dlouhověkosti a na integrování harmonických technologických systémů víry pro pozemšťany na povrchu.	[309 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Podle zpráv se Telosiané specializují na zásahy do lidské dlouhověkosti a na integrování harmonických technologických systémů víry pro pozemšťany na povrchu.
0000310	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Hlavní aktivity Telosianů se mohou dovozovat z pomoci pozemským lidem dozvědět se o své staré historii Země, asistují při obnovení lidské dlouhověkosti, chtějí změnit nezdravý systém víry a chránit životní prostředí.	[310 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Hlavní aktivity Telosianů se mohou dovozovat z pomoci pozemským lidem dozvědět se o své staré historii Země, asistují při obnovení lidské dlouhověkosti, chtějí změnit nezdravý systém víry a chránit životní prostředí.
0000311	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Jedná se pravděpodobně o potomky ,,předpotopních” (původních) obyvatelů Země, kterým se podařilo být mimo dosah mimozemských ras, které ovlivňovali vývoj na planetě.	[311 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Jedná se pravděpodobně o potomky ,,předpotopních” (původních) obyvatelů Země, kterým se podařilo být mimo dosah mimozemských ras, které ovlivňovali vývoj na planetě.
0000312	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Telosiané a ostatní podzemní „mimozemšťané“ hledají způsob jak omezit aspekty lidsko-mimozemských technologických smluv, přičemž asistují při evolučním růstu lidského vědomí.	[312 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Telosiané a ostatní podzemní „mimozemšťané“ hledají způsob jak omezit aspekty lidsko-mimozemských technologických smluv, přičemž asistují při evolučním růstu lidského vědomí.
0000313	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Telosiané vyvíjeli psychotronické technologie, což se týkalo krystalové a vysoce vyvinuté mentální schopnosti, které používali k udržování neuvěřitelně vyspělé společnosti, která je v kontaktu s mimozemšťany z mnoha hvězdných systémů.	[313 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Telosiané vyvíjeli psychotronické technologie, což se týkalo krystalové a vysoce vyvinuté mentální schopnosti, které používali k udržování neuvěřitelně vyspělé společnosti, která je v kontaktu s mimozemšťany z mnoha hvězdných systémů.
0000314	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Nejznámější popis jedné z těchto prastarých ras nalezneme v posmrtně uveřejněných „diářů“ admirála Richarda Byrda, který popisuje tajnou expedici na Severní pól, kde byl vzat do podzemního obydlí vyspělé rasy s Nordickými (severskými), lidskými fyzickými charakteristikami. Ukázali mu některé ze zázraků technologie této společnosti a také se setkal s vůdcem této vyspělé podzemní rasy, který mu údajně řekl: „Nechali jsme vás sem vstoupit, protože máte dobrý charakter a dobře znáte povrch Země, admirále...nacházíte se v domově, kterému říkáme Ariannie, což je vnitřní svět Země....Admirále, řeknu vám proč jste sem byl povolán. Náš zájem začíná krátce poté, co vaše rasa nechala explodovat první atomové bomby nad Hirošimou a Nagasaki v Japonsku. Bylo to v té znepokojující době, kdy jsme poslali naše létající stroje „Flugelrads“ na povrch vašeho světa, aby vypátraly, co to vaše vláda vlastně učinila. Jak vidíte, nikdy předtím jsme nezasahovali do vašich válek ani do barbarství, kterého se	[314 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Nejznámější popis jedné z těchto prastarých ras nalezneme v posmrtně uveřejněných „diářů“ admirála Richarda Byrda, který popisuje tajnou expedici na Severní pól, kde byl vzat do podzemního obydlí vyspělé rasy s Nordickými (severskými), lidskými fyzickými charakteristikami. Ukázali mu některé ze zázraků technologie této společnosti a také se setkal s vůdcem této vyspělé podzemní rasy, který mu údajně řekl: „Nechali jsme vás sem vstoupit, protože máte dobrý charakter a dobře znáte povrch Země, admirále...nacházíte se v domově, kterému říkáme Ariannie, což je vnitřní svět Země....Admirále, řeknu vám proč jste sem byl povolán. Náš zájem začíná krátce poté, co vaše rasa nechala explodovat první atomové bomby nad Hirošimou a Nagasaki v Japonsku. Bylo to v té znepokojující době, kdy jsme poslali naše létající stroje „Flugelrads“ na povrch vašeho světa, aby vypátraly, co to vaše vláda vlastně učinila. Jak vidíte, nikdy předtím jsme nezasahovali do vašich válek ani do barbarství, kterého se
0000315	SOFIE.AI	ALEŠ	2026.02.18 18:45:32	7	 • Zatímco pokračuje rozpor ve věrohodnosti admirálových deníků, existuje jistý počet hlášených setkání se zástupci lidské vyspělé podzemní rasy.	[315 SOFIE.AI:ALEŠ 2026.02.18 18:45:32 #7]  • Zatímco pokračuje rozpor ve věrohodnosti admirálových deníků, existuje jistý počet hlášených setkání se zástupci lidské vyspělé podzemní rasy.
