výsledek pro soubor txt	porvní sloupec zdroje			kdo, komu	kdy	řádek	číslo zprávy	sestava	další sloupce zdrojů – texty			
[2298 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česko-ruská společnost    [2298 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česko-ruská společnost    	[2298 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2298	7	[2298 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Česko-ruská společnost    	     • Česko-ruská společnost			
[2299 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita v Brně (Masarykova univerzita)    [2299 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita v Brně (Masarykova univerzita)    	[2299 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2299	7	[2299 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Univerzita v Brně (Masarykova univerzita)    	     • Univerzita v Brně (Masarykova univerzita)			
[2300 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slavistické ústavy    [2300 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slavistické ústavy    	[2300 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2300	7	[2300 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      • Další slavistické ústavy    	     • Další slavistické ústavy			
[2301 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Ale nejdříve aktualizuji soubor s RSVK    [2301 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Ale nejdříve aktualizuji soubor s RSVK    	[2301 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2301	7	[2301 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Ale nejdříve aktualizuji soubor s RSVK    	 Ale nejdříve aktualizuji soubor s RSVK			
[2302 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    [2302 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	[2302 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2302	7	[2302 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	 Hotovo			
[2303 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4214 / 42 / 22.02.2026 13:27:36): HLÁSÍM NÁLEZ:    [2303 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4214 / 42 / 22.02.2026 13:27:36): HLÁSÍM NÁLEZ:    	[2303 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2303	7	[2303 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4214 / 42 / 22.02.2026 13:27:36): HLÁSÍM NÁLEZ:    	 Sára:Aleš (4214 / 42 / 22.02.2026 13:27:36): HLÁSÍM NÁLEZ:			
[2304 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      9. Ruské středisko vědy a kultury v Praze (RSVK)    [2304 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      9. Ruské středisko vědy a kultury v Praze (RSVK)    	[2304 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2304	7	[2304 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]      9. Ruské středisko vědy a kultury v Praze (RSVK)    	     9. Ruské středisko vědy a kultury v Praze (RSVK)			
[2305 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ E-mail: info@rsvk.cz , center@rsvk.cz    [2305 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ E-mail: info@rsvk.cz , center@rsvk.cz    	[2305 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2305	7	[2305 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ E-mail: info@rsvk.cz , center@rsvk.cz    	         ◦ E-mail: info@rsvk.cz , center@rsvk.cz			
[2306 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Telefon: +420 233 376 471, +420 233 370 479    [2306 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Telefon: +420 233 376 471, +420 233 370 479    	[2306 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2306	7	[2306 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Telefon: +420 233 376 471, +420 233 370 479    	         ◦ Telefon: +420 233 376 471, +420 233 370 479			
[2307 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Adresa: Na Zátorce 16, 160 00 Praha 6    [2307 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Adresa: Na Zátorce 16, 160 00 Praha 6    	[2307 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2307	7	[2307 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ Adresa: Na Zátorce 16, 160 00 Praha 6    	         ◦ Adresa: Na Zátorce 16, 160 00 Praha 6			
[2308 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ PERFEKTNÍ - oficiální diaspora, knihovna, propagace ruské kultury!    [2308 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ PERFEKTNÍ - oficiální diaspora, knihovna, propagace ruské kultury!    	[2308 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2308	7	[2308 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]          ◦ PERFEKTNÍ - oficiální diaspora, knihovna, propagace ruské kultury!    	         ◦ PERFEKTNÍ - oficiální diaspora, knihovna, propagace ruské kultury!			
[2309 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizuji soubor a pokračuji!    [2309 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizuji soubor a pokračuji!    	[2309 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2309	7	[2309 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizuji soubor a pokračuji!    	 Aktualizuji soubor a pokračuji!			
[2310 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zamítla nekompletní odpověď, pokračuje dál    [2310 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zamítla nekompletní odpověď, pokračuje dál    	[2310 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2310	7	[2310 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zamítla nekompletní odpověď, pokračuje dál    	 Zamítla nekompletní odpověď, pokračuje dál			
[2311 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    [2311 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    	[2311 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2311	7	[2311 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    	 Aktualizace souboru			
[2312 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    [2312 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	[2312 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2312	7	[2312 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	 Skript			
[2313 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, aktualizovala jsem soubor. Teď rychle najdu ještě nějaké kontakty - např. Česko-ruská společnost, Masarykovu univerzitu v Brně, a možná ještě nějaké další spolky. Udělám to rychle.    [2313 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, aktualizovala jsem soubor. Teď rychle najdu ještě nějaké kontakty - např. Česko-ruská společnost, Masarykovu univerzitu v Brně, a možná ještě nějaké další spolky. Udělám to rychle.    	[2313 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2313	7	[2313 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, aktualizovala jsem soubor. Teď rychle najdu ještě nějaké kontakty - např. Česko-ruská společnost, Masarykovu univerzitu v Brně, a možná ještě nějaké další spolky. Udělám to rychle.    	 Dobře, aktualizovala jsem soubor. Teď rychle najdu ještě nějaké kontakty - např. Česko-ruská společnost, Masarykovu univerzitu v Brně, a možná ještě nějaké další spolky. Udělám to rychle.			
[2314 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    [2314 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	[2314 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2314	7	[2314 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	 Hotovo			
[2315 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4130 / 43 / 22.02.2026 13:27:36): Pokračuji! Hledám Česko-ruskou společnost a brněnské kontakty!    [2315 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4130 / 43 / 22.02.2026 13:27:36): Pokračuji! Hledám Česko-ruskou společnost a brněnské kontakty!    	[2315 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2315	7	[2315 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4130 / 43 / 22.02.2026 13:27:36): Pokračuji! Hledám Česko-ruskou společnost a brněnské kontakty!    	 Sára:Aleš (4130 / 43 / 22.02.2026 13:27:36): Pokračuji! Hledám Česko-ruskou společnost a brněnské kontakty!			
[2316 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    [2316 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    	[2316 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2316	7	[2316 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakty kniha jz rus    	 Kontakty kniha jz rus			
[2317 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     [2317 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     	[2317 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2317	7	[2317 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Text     	 Text 			
[2318 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hledal jsem na webu    [2318 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hledal jsem na webu    	[2318 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2318	7	[2318 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hledal jsem na webu    	 Hledal jsem na webu			
[2319 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Claudovu odpověď se nepodařilo kompletně vygenerovat.    [2319 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Claudovu odpověď se nepodařilo kompletně vygenerovat.    	[2319 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2319	7	[2319 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Claudovu odpověď se nepodařilo kompletně vygenerovat.    	 Claudovu odpověď se nepodařilo kompletně vygenerovat.			
[2320 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zkus prosím pokračovat    [2320 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zkus prosím pokračovat    	[2320 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2320	7	[2320 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Zkus prosím pokračovat    	 Zkus prosím pokračovat			
[2321 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7] 46075    [2321 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7] 46075    	[2321 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2321	7	[2321 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7] 46075    	46075			
[2322 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestroval rozšíření kontaktů na akademické instituce    [2322 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestroval rozšíření kontaktů na akademické instituce    	[2322 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2322	7	[2322 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestroval rozšíření kontaktů na akademické instituce    	 Orchestroval rozšíření kontaktů na akademické instituce			
[2323 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Uživatel mě žádá, abych pokračovala v práci. Mám najít kontakty pro knihu o JZ Rusi. Zatím mám 9 kontaktů. Potřebuji pokračovat v hledání dalších relevantních organizací a institucí.    [2323 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Uživatel mě žádá, abych pokračovala v práci. Mám najít kontakty pro knihu o JZ Rusi. Zatím mám 9 kontaktů. Potřebuji pokračovat v hledání dalších relevantních organizací a institucí.    	[2323 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2323	7	[2323 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Uživatel mě žádá, abych pokračovala v práci. Mám najít kontakty pro knihu o JZ Rusi. Zatím mám 9 kontaktů. Potřebuji pokračovat v hledání dalších relevantních organizací a institucí.    	 Uživatel mě žádá, abych pokračovala v práci. Mám najít kontakty pro knihu o JZ Rusi. Zatím mám 9 kontaktů. Potřebuji pokračovat v hledání dalších relevantních organizací a institucí.			
[2324 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Z posledního vyhledávání jsem našla informace o Česko-ruské společnosti, ale nemám přímý email kontakt. Měla bych pokračovat v hledání dalších kontaktů - například Masarykova univerzita Brno (historické a slavistické katedry), slovenské instituce, ruské univerzity apod.    [2324 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Z posledního vyhledávání jsem našla informace o Česko-ruské společnosti, ale nemám přímý email kontakt. Měla bych pokračovat v hledání dalších kontaktů - například Masarykova univerzita Brno (historické a slavistické katedry), slovenské instituce, ruské univerzity apod.    	[2324 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2324	7	[2324 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Z posledního vyhledávání jsem našla informace o Česko-ruské společnosti, ale nemám přímý email kontakt. Měla bych pokračovat v hledání dalších kontaktů - například Masarykova univerzita Brno (historické a slavistické katedry), slovenské instituce, ruské univerzity apod.    	 Z posledního vyhledávání jsem našla informace o Česko-ruské společnosti, ale nemám přímý email kontakt. Měla bych pokračovat v hledání dalších kontaktů - například Masarykova univerzita Brno (historické a slavistické katedry), slovenské instituce, ruské univerzity apod.			
[2325 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Získání času    [2325 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Získání času    	[2325 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2325	7	[2325 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Získání času    	 Získání času			
[2326 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    [2326 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	[2326 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2326	7	[2326 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	 Skript			
[2327 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, pokračuji. Měla bych hledat další kontakty - brněnské univerzity, slovenské instituce, možná i ruské akademické instituce.    [2327 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, pokračuji. Měla bych hledat další kontakty - brněnské univerzity, slovenské instituce, možná i ruské akademické instituce.    	[2327 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2327	7	[2327 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, pokračuji. Měla bych hledat další kontakty - brněnské univerzity, slovenské instituce, možná i ruské akademické instituce.    	 Dobře, pokračuji. Měla bych hledat další kontakty - brněnské univerzity, slovenské instituce, možná i ruské akademické instituce.			
[2328 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    [2328 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	[2328 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2328	7	[2328 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Hotovo    	 Hotovo			
[2329 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4050 / 44 / 22.02.2026 13:31:17): Pokračuji Aleši! Hledám brněnské a další kontakty!    [2329 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4050 / 44 / 22.02.2026 13:31:17): Pokračuji Aleši! Hledám brněnské a další kontakty!    	[2329 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2329	7	[2329 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (4050 / 44 / 22.02.2026 13:31:17): Pokračuji Aleši! Hledám brněnské a další kontakty!    	 Sára:Aleš (4050 / 44 / 22.02.2026 13:31:17): Pokračuji Aleši! Hledám brněnské a další kontakty!			
[2330 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vyhledával kontakty na slavistické a filozofické instituce    [2330 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vyhledával kontakty na slavistické a filozofické instituce    	[2330 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2330	7	[2330 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Vyhledával kontakty na slavistické a filozofické instituce    	 Vyhledával kontakty na slavistické a filozofické instituce			
[2331 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3771 / 45 / 22.02.2026 13:31:17): Hledám dál obecný kontakt na MU Brno a další instituce!    [2331 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3771 / 45 / 22.02.2026 13:31:17): Hledám dál obecný kontakt na MU Brno a další instituce!    	[2331 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2331	7	[2331 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Sára:Aleš (3771 / 45 / 22.02.2026 13:31:17): Hledám dál obecný kontakt na MU Brno a další instituce!    	 Sára:Aleš (3771 / 45 / 22.02.2026 13:31:17): Hledám dál obecný kontakt na MU Brno a další instituce!			
[2332 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestrované pokračující hledání dalších kontaktů    [2332 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestrované pokračující hledání dalších kontaktů    	[2332 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2332	7	[2332 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Orchestrované pokračující hledání dalších kontaktů    	 Orchestrované pokračující hledání dalších kontaktů			
[2333 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    [2333 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    	[2333 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2333	7	[2333 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Aktualizace souboru    	 Aktualizace souboru			
[2334 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    [2334 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	[2334 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2334	7	[2334 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Skript    	 Skript			
[2335 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám zatím 11 kontaktů (9 s emailem, 2 bez emailu). Měla bych pokračovat a najít více konkrétních kontaktů. Zkusím se instituce zaměřit na slovenské a ukrajinské, protože kniha je o JZ Rusi, což zahrnuje oblast dnešní Ukrajiny.    [2335 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám zatím 11 kontaktů (9 s emailem, 2 bez emailu). Měla bych pokračovat a najít více konkrétních kontaktů. Zkusím se instituce zaměřit na slovenské a ukrajinské, protože kniha je o JZ Rusi, což zahrnuje oblast dnešní Ukrajiny.    	[2335 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2335	7	[2335 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Dobře, mám zatím 11 kontaktů (9 s emailem, 2 bez emailu). Měla bych pokračovat a najít více konkrétních kontaktů. Zkusím se instituce zaměřit na slovenské a ukrajinské, protože kniha je o JZ Rusi, což zahrnuje oblast dnešní Ukrajiny.    	 Dobře, mám zatím 11 kontaktů (9 s emailem, 2 bez emailu). Měla bych pokračovat a najít více konkrétních kontaktů. Zkusím se instituce zaměřit na slovenské a ukrajinské, protože kniha je o JZ Rusi, což zahrnuje oblast dnešní Ukrajiny.			
[2336 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského Bratislava historický ústav slavistika kontakt email    [2336 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského Bratislava historický ústav slavistika kontakt email    	[2336 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2336	7	[2336 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského Bratislava historický ústav slavistika kontakt email    	 Univerzita Komenského Bratislava historický ústav slavistika kontakt email			
[2337 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  10 výsledků    [2337 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  10 výsledků    	[2337 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2337	7	[2337 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  10 výsledků    	 10 výsledků			
[2338 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakt - Univerzita Komenského v Bratislave    [2338 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakt - Univerzita Komenského v Bratislave    	[2338 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2338	7	[2338 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Kontakt - Univerzita Komenského v Bratislave    	 Kontakt - Univerzita Komenského v Bratislave			
[2339 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  uniba.sk    [2339 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  uniba.sk    	[2339 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2339	7	[2339 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  uniba.sk    	 uniba.sk			
[2340 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave    [2340 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave    	[2340 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	1	SARA.AI:ALEŠ 2026.02.22 13:27:36 #7	SARA.AI:ALEŠ	2026.02.22 13:27:36	2340	7	[2340 SARA.AI:ALEŠ 2026.02.22 13:27:36 #7]  Univerzita Komenského v Bratislave    	 Univerzita Komenského v Bratislave			
